,QuestionID,Question,DocumentID,DocumentTitle,SentenceID,Sentence,Label
,,How long are cougar adult males (from nose to tail)?,,,,2.4 meters,
,,How long is an adult cougar's paw print?,,,,An adult cougar's paw print is approximately 10 cm (4 inches) long.,
,,How long is an adult cougar's paw print?,,,,4 inches,
,,What are the three heaviest cats in the world?,,,,"The three heaviest cats in the world are the tiger, lion and jaguar.",
,,What are the three heaviest cats in the world?,,,,"tiger, lion, and jaguar",
,,"On average, are cougar males heavier than females?",,,,"On average, cougar males are heavier than females.",
,,What are the three cat species that are native to Canada?,,,,"The three cat species that are native to Canada are the cougar, the bobcat and the Canadian lynx.",
,,What are the three cat species that are native to Canada?,,,,"cougar, bobcat, Canadian lynx",
,,What part of the cymbal is the bell?,,,,The center of a Cymbal,
,,What's the timber of ancient cimbals like? disfluent,,,,like that of small hand-bells or of the notes of the keyed harmonica,
,,What does it sound like to play cymbals with a cello bow?,,,,squealing car brakes,
,,What are cymbals made of?,,,,brass,
,,How many cymbals typically go in a drum kit?,,,,at least 3,
,,What kinds of musical groups use cymbals?,,,,"Cymbals are used in modern orchestras and many military, marching, concert and other bands",
,,Does Exposure to air cause the larva to begin breathing?,,,,Yes (capitalization).,
,,How long has the basic design of the drum remained unchanged?,,,,remained virtually unchanged for thousands of years,
,,How long has the basic design of the drum remained unchanged?,,,,thousands of years,
,,What is the second biggest factor affecting the sound produced by a drum?,,,,tension,
,,What is the second biggest factor affecting the sound produced by a drum?,,,,the tension at which the drum head is held against the shell of the drum.,
,,By what name are drums classified as under the percussion group?,,,,membranophone,
,,By what name are drums classified as under the percussion group?,,,,membranous,
,,How do rock and roll drummers like their drumheads?,,,,rock and roll drummer may prefer drums that sound loud and deep,
,,How do rock and roll drummers like their drumheads?,,,,drums that sound loud and deep,
,,Whare is the name for drums that have a set of wires held across some of all of the drum heads?,,,,snares,
,,What has the most effect on how a drum sounds?,,,,the drumhead,
,,What has the most effect on how a drum sounds?,,,,the drumhead,
,,Who constructed a kit using diatonic and chromatically tuned drums?,,,,Terry Bozzio,
,,Who constructed a kit using diatonic and chromatically tuned drums?,,,,Terry Bozzio,
,,Drums are usually played by what?,,,,"the hands, or by one or two sticks",
,,Drums are usually played by what?,,,,the hands,
,,Aren't drums often used in music therapy?,,,,"Yes, drums are often used in music therapy.",
,,Is the electric eel a true eel?,,,,"No, the electric eel is not a true eel.",
,,Are most eels predators?,,,,"Yes, most eels are predators.",
,,Is eel blood toxic to humans?,,,,"Yes, eel blood is toxic to humans.",
,,How many species of true eels are there?,,,,approximately 800 species,
,,How many species of true eels are there?,,,,There are approximately 800 species of true eels.,
,,Where is smoked eel considered a delicacy?,,,,"Northern Germany, The Netherlands, Denmark, Sweden",
,,Where is smoked eel considered a delicacy?,,,,"Smoked eel is considered a delicacy in northern Germany, The Netherlands, Denmark and Sweden.",
,,How do eels begin life?,,,,"As flat and transparent larvae, called leptocephali",
,,How do eels begin life?,,,,"Eels begin life as flat and transparent larvae, called leptocephali.",
,,What types of fins do eels have?,,,,"Dorsal, anal, caudal, tail fins",
,,What types of fins do eels have?,,,,Eels have dorsal and anal fins fused with a tail fin. Some also have  pectoral fins.,
,,What do leptocephali eat?,,,,Marine snow,
,,What do leptocephali eat?,,,,Leptocephali eat small particles called marine snow.,
,,Do all eels live in fresh water?,,,,"No, not all eels live in fresh water.",
,,Is Finnish an official language of the European Union?,,,,"Yes, Finnish is an official language of the European Union.",
,,Are the dialects of Finnish divided into two groups?,,,,"Yes, the dialects of Finnish are divided into two groups.",
,,Is Finnish threatened by English?,,,,"No, Finnish is not threatened by English.",
,,When did Proto-Uralic language arrive in Finland?,,,,Around 1900 BCE,
,,When did Proto-Uralic language arrive in Finland?,,,,Proto-Uralic language arrived in Finland around 1900 BCE.,
,,What are characteristic features of Finnish?,,,,Vowel harmony and an agglutinative morphology,
,,What are characteristic features of Finnish?,,,,Characteristic features of Finnish are vowel harmony and an agglutinative morphology.,
,,Where is the Kven language spoken?,,,,Norway,
,,Where is the Kven language spoken?,,,,The Kven language is spoken in Northern Norway.,
,,For how long has the classification of dialects spoken outside of Finland been a controversial issue?,,,,Since Finland's independence in 1917,
,,For how long has the classification of dialects spoken outside of Finland been a controversial issue?,,,,The classification of dialects spoken outside of Finland has been a controversial issue since Finland's independence in 1917.,
,,Who wrote the first novel in Finnish?,,,,Aleksis Kivi,
,,Who wrote the first novel in Finnish?,,,,The first novel in Finnish was published by Aleksis Kivi.,
,,What book defined the official Finnish language?,,,,The Dictionary of Contemporary Finnish,
,,What book defined the official Finnish language?,,,,The Dictionary of Contemporary Finnish defined the official Finnish language.,
,,What is the earliest extant transverse flute?,,,,it dates from 433 BC,
,,What is the earliest extant transverse flute?,,,,Chi,
,,When does a flute produce sound?,,,,when a stream of air directed across a hole in the instrument creates a vibration of air at the hole,
,,When does a flute produce sound?,,,,When a stream of air directed across a hole in the instrument creats a vibration of air at the hole.,
,,How can a flute's volume be increased?,,,,a flute's volume can generally be increased by making its resonator and tone holes larger,
,,Why is a police whistle very wide for its pitch?,,,,A flute's volume can generally be increased by making its resonator and tone holes larger,
,,How can a flute's volume be increased?,,,,A flute's volume can be increased by making its resonator and tone holes larger.,
,,Where was the oldest flute ever discovered found?,,,,Germany,
,,Where was the oldest flute ever discovered found?,,,,Various parts of Germany.,
,,Why is a police whistle very wide for its pitch?,,,,It's volume is high either because of its larger resonator or larger tone holes.,
,,What are the two main varieties of Indian flutes?,,,,"The first, the Bansuri. The second, the Venu or Pullanguzhal",
,,What are the two main varieties of Indian flutes?,,,,Bansuri and the Venu or Pullanguzhal.,
,,When was the pan flute used in Greece?,,,,the 7th century BC,
,,When was the pan flute used in Greece?,,,,7th century BC,
,,When did concert flutes begin appearing in concert ensembles?,,,,the 16th-century,
,,How many main varieties of Indian flutes are currently used?,,,,two,
,,How many main varieties of Indian flutes are currently used?,,,,Two,
,,How many subspecies of the Giant Panda are there?,,,,Two,
,,How many subspecies of the Giant Panda are there?,,,,Two,
,,How many raised arms are extending from the sound-chest of a classical lyre?,,,,Two,
,,How many siblings did Faraday have?,,,,two,
,,What material is a chi flute fashioned from?,,,,lacquered bamboo,
,,What material is a chi flute fashioned from?,,,,Lacquered bamboo,
,,How does a flute player change the pitch of the sound?,,,,by opening and closing holes in the body of the instrument,
,,How does a flute player change the pitch of the sound?,,,,Opening and closing holes in the body of the instrument,
,,What is the most basic form of the flute?,,,,a flute can be an open tube which is blown like a bottle,
,,What is the most basic form of the flute?,,,,Open tube which is blown like a bottle,
,,What family is the panda a part of?,,,,Ursidae (bear),
,,What family is the panda a part of?,,,,Ursidae,
,,How long does it take for the panda cubs skin to turn gray?,,,,one to two weeks after birth,
,,How long does it take for the panda cubs skin to turn gray?,,,,One to two weeks,
,,What foods do pandas eat?,,,,bamboo,
,,What foods do pandas eat?,,,,"bamboo, honeys, eggs, fish, yams, shrub leaves, oranges, and bananas",
,,What are the two subspecies of giant pandas?,,,,Ailuropoda melanoleuca melanoleuca and  Ailuropoda melanoleuca qinlingensis ,
,,What are the two subspecies of giant pandas?,,,,"Ailuropoda melanoleuca melanoleuca and The Qinling Panda, Ailuropoda melanoleuca qinlingensis",
,,What is panda diplomacy?,,,,Loans of Giant Pandas to American and Japanese zoos,
,,What is panda diplomacy?,,,,Loans of Giant Pandas to American and Japanese zoos,
,,Where do Giant Pandas live?,,,,a few mountain ranges in central china,
,,Where do Giant Pandas live?,,,,"Sichuan province, Shaanxi and Gansu provinces",
,,Why is the Giant Panda an endangered species?,,,,threatened by habitat loss,
,,Why is the Giant Panda an endangered species?,,,,It is threatened by continued habitat loss and by a very low birthrate,
,,Is the population of wild Giant  Pandas growing?,,,,"according to some reports, yes",
,,Is the population of wild Giant  Pandas growing?,,,,Yes but uncertain,
,,Where is the headstock located?,,,,end of the guitar neck furthest from the body,
,,Where is the headstock located?,,,,At the end of the guitar.,
,,Whom are guitars made and repaired by?,,,,luthiers,
,,Whom are guitars made and repaired by?,,,,Luthiers.,
,,What are modern guitar strings constructed of?,,,,"metal, polymers, animal or plant product materials",
,,What are modern guitar strings constructed of?,,,,"Metal, polymers, or animal or plant product materials.",
,,Why are Harp Guitars difficult to classify?,,,,as there are many variations within this type of guitar,
,,Why are Harp Guitars difficult to classify?,,,,There are many variations within this type.,
,,What is the bridge used for?,,,,transfer the vibration from the strings to the soundboard,
,,What is the bridge used for?,,,,The transfer of string vibrations.,
,,Which guitars use three single-coil pickups?,,,,Fender Statocaster type guitars,
,,Which guitars use three single-coil pickups?,,,,Fender Stratocaster type guitars.,
,,How many strings does a guitar typically have?,,,,Six,
,,How many strings does a guitar typically have?,,,,six,
,,How many sister cities does the City of Melbourne have?,,,,six,
,,What is located at the end of the guitar neck furthest from the body?,,,,Headstock,
,,What is located at the end of the guitar neck furthest from the body?,,,,headstock,
,,What are most electric guitar bodies made of?,,,,Wood,
,,What are most electric guitar bodies made of?,,,,wood,
,,Why do some people believe that left-handed people should learn to play guitars as right-handed people do?,,,,to standardise the instrument,
,,Why do some people believe that left-handed people should learn to play guitars as right-handed people do?,,,,to standardise the instrument,
,,How old is the oldest known representation of a guitar-like intrument being played?,,,,"3,300 years old",
,,How old is the oldest known representation of a guitar-like intrument being played?,,,,"3,300 years old",
,,What is the point called that is bolted or glued to the body of the guitar?,,,,Neck Joint,
,,What is the point called that is bolted or glued to the body of the guitar?,,,,Neck joint or 'Heel',
,,Whom did he share the Nobel Prize with?,,,,Pierre and Marie Curie,
,,Whom did he share the Nobel Prize with?,,,,Pierre and Marie Curie,
,,What is the SI unit for radioactivity called?,,,,becquerel,
,,What is the SI unit for radioactivity called?,,,,the becquerel (Bq),
,,"When Becquerel discovered radioactivity, whose work did he investigate?",,,,Wilhelm Conrad Röntgen,
,,"When Becquerel discovered radioactivity, whose work did he investigate?",,,,Wilhelm Conrad RÃ¶ntgen,
,,Where are there craters named Becquerel?,,,,Moon and Mars,
,,Where are there craters named Becquerel?,,,,on the moon and on mars,
,,Why did Bequerel win the Nobel Prize in Physics?,,,,discovery of spontaneous radioactivity,
,,Why did Bequerel win the Nobel Prize in Physics?,,,,was the discoverer of radioactivity,
,,Was Isaac Newton British?,,,,"Yes, he was English.",
,,Was Isaac Newton religious?,,,,It is not clear.,
,,Wasn't Michelangelo a homosexual?,,,,It is not clear.,
,,Was Isaac Newton religious?,,,,"Yes, he was highly religious, though an unorthodox Christian.",
,,Did Isaac Newton die in 1898?,,,,"No, Newton died in his sleep in London on 31 March 1727.",
,,Where was Isaac Newton born?,,,,At Woolsthorpe Manor in Woosthorpe-by-Colsterworth.,
,,Where was Isaac Newton born?,,,,"He was born at Woolsthorpe Manor in Woolsthorpe-by-Colsterworth, a hamlet in the county of Lincolnshire.",
,,Who shares credit with Isaac Newton for developing calculus?,,,,Gottfried Leibniz.,
,,Who shares credit with Isaac Newton for developing calculus?,,,,Newton shares the credit with Gottfried Leibniz for the development of the differential and integral calculus.,
,,When did Isaac Newton discover the generalized binomial theorem?,,,,In 1665.,
,,When did Isaac Newton discover the generalized binomial theorem?,,,,In 1665.,
,,Did the Occult influence Newton's theory of gravitation?,,,,"If Newton had not relied on the occult idea of action at a distance, he might not have developed his theory of gravity.",
,,Were Newton's religious views consistent with Anglicanism?,,,,"No, a conflict between Newton's religious views and Anglican orthodoxy was averted.",
,,Which fruit inspired Isaac Newton's theory of gravitation?,,,,The apple.,
,,Which fruit inspired Isaac Newton's theory of gravitation?,,,,Isaac Newton's theory of gravitation was inspired by watching the fall of an apple from a tree.,
,,Where was Isaac Newton born?,,,,Woolsthorpe Manor in Woolsthorpe-by-Colsterworth,
,,Where was Isaac Newton born?,,,,Woolsthorpe Manor in Woolsthorpe-by-Colsterworth,
,,Where is there a Newton statue on display?,,,,Oxford University Museum of Natural History ,
,,Where is there a Newton statue on display?,,,,Oxford University Museum of Natural History,
,,Where was Isaac Newton buried?,,,,Westminster Abbey,
,,Where was Isaac Newton buried?,,,,Westminster Abbey,
,,What religion did Isaac Newton follow?,,,,he never made a public declaration of his private faith,
,,What religion did Isaac Newton follow?,,,,unorthodox Christian,
,,What food gave Isaac Newton clues to his theory of gravity?,,,,apple,
,,What food gave Isaac Newton clues to his theory of gravity?,,,,apple,
,,Who was a farmer and later a land surveyor for the government?,,,, LeRoy Pollock was a farmer and later a land surveyor for the government.,
,,"Regarding this topic, what did David Alfaro Siqueiros do?",,,,Pollock was introduced to the use of liquid paint in 1936 at an experimental workshop operated in New York City by the Mexican muralist David Alfaro Siqueiros.,
,,"Who used hardened brushes, sticks,?",,,,"Jackson Pollock used hardened brushes, sticks.",
,,When were his papers donated by Lee Krasner?,,,,In 1983.,
,,Was Paul Jackson Pollock an influential American painter as well as a major figure in the abstract expressionist movement?,,,,"Yes, Pollock was an influential American painter and a major figure in the abstract expressionist movement.",
,,Give an example of the origins of the term action painting. ,,,,Pollock's technique of pouring and dripping paint is thought to be one of the origins of the term action painting.,
,,Was he regarded as a mostly reclusive artist?,,,,"Yes, he was regarded as a mostly reclusive artist. ",
,,Is the Wisma building the tallest building in Indonesia?,,,,"Yes,",
,,What is the capital of Indonesia?,,,,Jakarta,
,,What is the capital of Indonesia?,,,,The capital of Indonesia is Jakarta.,
,,What is the official name of Jakarta?,,,,Daerah Khusus Ibukota Jakarta,
,,What is the official name of Jakarta?,,,,Daerah Khusus.,
,,How is the climate in the city?,,,,Jakarta has a hot and humid equatorial/tropical climate ,
,,How is the climate in the city?,,,,The city is hot and humid.,
,,Where does the name of the city Jakarta come from?,,,,"The name Jakarta is derived from the Sanskrit word ""Jayakarta.""",
,,How is the city's governor chosen?,,,,election,
,,How is the city's governor chosen?,,,,Through election.,
,,Why does Jakarta suffer frequent flooding?,,,,Because it is located approximately eight meters above the sea level,
,,Why does Jakarta suffer frequent flooding?,,,,"The fact that the northern part of Jakarta lies on a plain, approximately eight meters above the sea level.",
,,Where is Jakarta located,,,,northwest coast of Java,
,,Where is Jakarta located,,,,On the northwest coast of Java,
,,Who created Monas Park,,,,General Herman Willem Deandels,
,,Who created Monas Park,,,,Dutch Governor General Herman Willem Deandels,
,,What contributes to frequent flooding in Jakarta,,,,"Jakarta lies on a plain eight meters, approximately eight meters above the sea level.",
,,What contributes to frequent flooding in Jakarta,,,,"It lies on a plain, approximately eight meters above the sea level",
,,"In AD 39, King Purnawarman established Sunda Pura as a new capital city for the kingdom, located at the northern coast of where?",,,,Java,
,,"In 1602, the British East India Company's first voyage, commanded by Sir who, arrived in Aceh and sailed on to Banten where they were allowed to build a trading post?",,,,James Lancaster,
,,Who began control of migration to the city in order to stem the overcrowding and poverty?,,,,Lieutenant General Ali Sadikin began control of migration to the city in order to stem the overcrowding and poverty.,
,,Give an example of the many Sukarno era monuments in the city. ,,,,The West Irian Liberation Statue is one of the many Sukarno era monuments in the city. ,
,,Is James Watt French?,,,,"No, he was Scottish.",
,,Did James Watt improve an engine?,,,,"Yes, his improvements to the Newcomen steam engine were fundamental to the changes brought by the Industrial Revolution.",
,,Is there a statue of Watt in the White House?,,,,"No, a colossal statue of Watt by Chantrey was placed in Westminster Abbey, and later was moved to St. Paul's Cathedral.",
,,What was James Watt's father's job?,,,,"His father was a shipwright, ship owner and contractor, and served as the town's chief baillie.",
,,What was James Watt's father's job?,,,,"His father was a shipwright, ship owner and contractor, and served as the town's chief baillie.",
,,When did Watt retire?,,,,In 1800.,
,,When did Watt retire?,,,,Watt retired in 1800.,
,,Where is the James Watt Memorial College?,,,,In Greenock.,
,,Where is the James Watt Memorial College?,,,,The James Watt Memorial  is in Greenock.,
,,Why is the watt named after Watt?,,,,The watt is named after him for his contributions to the development of the steam engine.,
,,Why is the watt named after Watt?,,,,The watt is named after James Watt for his contributions to the development of the steam engine.,
,,Where did Watt attend university?,,,,Watt did not attend school regularly.,
,,Where did Watt attend university?,,,,He did not attend a university.,
,,What did he invent?,,,,"He invented a new method of measuring distances by telescope, a device for copying letters, improvements in the oil lamp, a steam mangle and a machine for copying sculptures.",
,,What did he invent?,,,,"He invented a new method of measuring distances by telescope, a device for copying letters, improvements in the oil lamp, a steam mangle and a machine for copying sculptures.",
,,What happened in the early 20th century?,,,,The koalas of South Australia were largely exterminated.,
,,Did eucalypt forests grow in the place of rainforests?,,,,"Yes, the koala did not specialise in a diet of eucalyptus until the climate cooled and eucalypt forests grew in the place of rainforests.",
,,Does the koala fill the same ecological role as the sloth of South America?,,,,The koala fills the same ecological role as the sloth of South America.,
,,Is the long term viability of the koala therefore threatened by genetic weakness?,,,,The long term viability of the koala is therefore threatened by genetic weakness.,
,,Do populations also extend for considerable distances inland in regions with enough moisture to support suitable woodlands?,,,,Populations also extend for considerable distances inland in regions with enough moisture to support suitable woodlands.,
,,"Were the koalas of South Australia largely exterminated during the early part of the 20th century, but the state has since been repopulated with Victorian stock?",,,,"The koalas of South Australia were largely exterminated during the early part of the 20th century, but the state has since been repopulated with Victorian stock.",
,,About how many Koreans speakers are there?,,,,78 million,
,,About how many Koreans speakers are there?,,,,78 million Korean speakers,
,,"Older English sources used the name ""Korean"" to refer to what?",,,,"language, country, and people",
,,"Older English sources used the name ""Korean"" to refer to what?",,,,"language, country, and people",
,,What is the official language of North Korea?,,,,Korean,
,,What is the official language of North Korea?,,,,Korean,
,,Why may English translation of Koreans adjectives misleadingly suggest that they are verbs?,,,,English does not have an identical grammatical category,
,,Why may English translation of Koreans adjectives misleadingly suggest that they are verbs?,,,,English does not have an identical grammatical category,
,,Where do the majority of loanwords other than Sino-Korean come from?,,,,modern times,
,,Where do the majority of loanwords other than Sino-Korean come from?,,,,"modern times, 90% of which are from English",
,,How many Korean speakers are there?,,,,There are about 78 million Korean speakers.,
,,How many parts of speech does the Korean language contain?,,,,The Korean Language contains nine parts of speech. ,
,,How many verb paradigms are there in Korean?,,,,There are seven verb paradigms or speech levels in Korean.,
,,What is the Sino-Korean system of numbers based on?,,,,The Sino-Korean system is nearly entirely based on the Chinese numerals.,
,,What is another term for Korean adjectives?,,,,"Adjectives are also known as ""descriptive verbs"" or ""stative verbs"".",
,,Is modern Korean written in columns or rows?,,,,It is written in rows.,
,,What percentage of the Korean language does Jeong Jae-do estimate to be Sino-Korean?,,,,Sino-Korean makes up 30% of the Korean language.,
,,Do Chinese and Japanese have spaces between words?,,,,"No, Chinese and Japanese do not have spaces between words.",
,,From which languages is Korean descended?,,,,"Korean is descended from Old Korean, Middle Korean and Modern Korean.",
,,Is the dialect spoken in Jeju located in fact classified as a different language by all Korean linguists?,,,,The dialect spoken in Jeju is in fact classified as a different language by some Korean linguists.,
,,What's the population of Kuala lumpur?,,,,1.6 million,
,,What is the city's population?,,,,1.6 million,
,,What language do they speak in Kuala Lumpur?,,,,Bahasa Melayu,
,,"What does the name ""Kuala Lumpur"" mean?",,,,"muddy confluence, ""muddy estuary,"" and ""muddy city""",
,,What airports does Kuala Lumpur have?,,,,Kuala Lumpur International Airport and Subang International Airport,
,,How long was Kuala Lumpur occupied by the Japanese?,,,,42 months,
,,How many seasons does Kuala Lumpur experience?,,,,1,
,,When were the colonial buildings in Kuala Lumpur constructed?,,,,toward the end of the 19th and early 20th centuries,
,,when did kuala lumpur become a federal territory of malaysia?,,,,"February 1, 1974",
,,What is the official religion in the country?,,,,Islam,
,,"after the 2008 elections, what party had the most parliament seats?",,,,DAP,
,,what is the name of the event that draws the worlds top riders to malaysia?,,,,KL Grand Prix CSI 5*,
,,Wasn't Leonardo da Vinci born on April 15?,,,,"Yes, Leonardo da Vinci was born on April 15.",
,,Who left Verroccio's studio?,,,,Leonardo da Vinci left Verroccio's studio.,
,,"When did Baldassare Castiglione, author of Il Cortegiano ( "" The Courtier "" ), write?",,,,1528,
,,When did he flee to Venice?,,,,In 1499.,
,,Was Leonardo a contemporary of Botticelli Domenico Ghirlandaio as well as Perugino?,,,,"Leonardo was a contemporary of Botticelli, Domenico Ghirlandaio and Perugino.",
,,Is the larger work now almost universally attributed to Leonardo?,,,,"Although previously attributed to Ghirlandaio, the larger work is now almost universally attributed to Leonardo.",
,,Where are lobsters found?,,,,In all oceans.,
,,Where are lobsters found?,,,,In all oceans,
,,What is the mean level of mercury in American lobsters?,,,,0.31 ppm,
,,What is the mean level of mercury in American lobsters?,,,,0.31 ppm,
,,What is the caridoid escape reaction?,,,,Swimming backwards quickly by curling and uncurling their abdomen.,
,,What is the caridoid escape reaction?,,,,When lobsters swim backwards quickly by curling and uncurling their abdomen,
,,Which constellation is said to resemble a lyre shape?,,,,Lyra,
,,What were the strings of a classical lyre made of?,,,,Gut,
,,Where was the deepest note of the classical lyre in relation to the player's body?,,,,It was farthest from the player's body.,
,,What family is Malay a member of?,,,,Austronesian family,
,,What family is Malay a member of?,,,,Austronesian.,
,,What is the basic word order in Malay?,,,,Subject Verb Object,
,,What is the basic word order in Malay?,,,,Subject Verb Object,
,,What is the basic word order in Malay?,,,,Subject Object Verb.,
,,What languages has Malay borrowed words from?,,,,"Sanskrit, Arabic and English",
,,What languages has Malay borrowed words from?,,,,"Arabic, Sanskrit, Tamil, Persian, Portuguese, Dutch, certain Chinese dialects, and English.",
,,How are new words formed in Malay?,,,,three methods.,
,,How are new words formed in Malay?,,,,"Affixation, composition, and reduplication.",
,,How many parts of speech are there in Malay?,,,,Four,
,,What is the national language in Malaysia?,,,,Malay ,
,,What language besides Malay is in the Austronesia language family?,,,,Malagasy,
,,Wasn't Malay language found in Sumatra?,,,,The Malay language was found in Sumatra.,
,,Do another distinguishing feature of Malay ( include Indonesian Malay )?,,,,Another distinguishing feature of Malay (include Indonesian Malay) is its use of measure words (penjodoh bilangan).,
,,Give an example of the tributary states of the Majapahit kingdom in eastern Java. ,,,,Malayu is an example of the tributary states of the Majapahit kingdom in eastern Java.,
,,What is a resident of Melbourne known as?,,,,Melburnian,
,,What is a resident of Melbourne known as?,,,,"A ""Melburnian"".",
,,When was Melbourne officially declared as a city?,,,,1847,
,,When was Melbourne officially declared as a city?,,,,In 1847.,
,,How many sister cities does the City of Melbourne have?,,,,Six.,
,,Where is Melbourne situated?,,,,boundary of the very hot inland areas and the cold southern ocean,
,,How many domestic tourists visit Melbourne?,,,,7.6 million domestic visitors,
,,How many domestic tourists visit Melbourne?,,,,7.6 million.,
,,What religion holds majority in Melbourne?,,,,Christian,
,,What religion holds majority in Melbourne?,,,,Christianity.,
,,Did Albert Einstein keep a photograph of Faraday on his study wall?,,,,"Yes, Albert Einstein kept a photograph of Faraday on his study wall.",
,,Did Faraday marry Sarah Barnard?,,,,"Yes, Faraday married Sarah Barnard.",
,,Did Faraday also discover the laws of electrolysis?,,,,"Yes, Faraday also discovered the laws of  electrolysis.",
,,Who discovered benzene?,,,,Michael Faraday discovered benzene.,
,,Who discovered benzene?,,,,Michael Faraday,
,,Where was Michael Faraday born?,,,,Michael Faraday was born in Newington Butts.,
,,Where was Michael Faraday born?,,,,Newington Butts,
,,What is the Faraday effect?,,,,The Faraday effect is the phenomenon that the plane of polarisation of linearly polarised light can be rotated by the application of an external magnetic field aligned in the direction the light is moving.,
,,What is the Faraday effect?,,,,The plane of polarisation of linearly polarised light can be rotated by the application of an exernal magnetic field aligned in the direction the light is moving.,
,,Did Faraday discover diamagnetism?,,,,"Yes, Faraday discovered diamagnetism.",
,,How many siblings did Faraday have?,,,,Faraday had three siblings.,
,,Where is Michael Faraday buried?,,,,Michael Faraday is buried in the dissenters' section of Highgate Cemetery.,
,,Where is Michael Faraday buried?,,,,in the dissenters' section of Highgate Cemetery,
,,who was his mentor?,,,,John 'Mad Jack' Fuller,
,,Who was Faraday's wife?,,,,Sarah Barnard,
,,Wasn't Michelangelo abstemious?,,,,Michelangelo was abstemious.,
,,When did Filippo Strozzi sell it to Francis I?,,,,In 1529.,
,,When was his house demolished?,,,,1874,
,,Give an example of the most renowned works of the Renaissance. ,,,,"The Statue of David, completed by Michelangelo in 1504",
,,Is English the language most often spoken in Montreal?,,,,The language most spoken at home in the city is French.,
,,Is English the language most often spoken in Montreal?,,,,"No, the language most spoken in Montreal is French.",
,,Is Montreal's economy the third largest of all cities in Canada?,,,,"No, Montreal's economy is the second largest of all cities in Canada.",
,,Is Montreal's economy the third largest of all cities in Canada?,,,,"No, Montreal's economy is the second largest of all cities in Canada.",
,,Is the most popular sport in Montreal ice hockey?,,,,"yes, The most popular sport in Montreal is ice hockey.",
,,Is the most popular sport in Montreal ice hockey?,,,,"Yes, the most popular sport in Montreal is ice hockey.",
,,How many international airports does Montreal have?,,,,Montreal has two international airports.,
,,How many international airports does Montreal have?,,,,Montreal has two international airports.,
,,Who is the Mayor of Montreal?,,,,The mayor is GÃ©rald Tremblay.,
,,Who is the Mayor of Montreal?,,,,The mayor is GÃ©rald Tremblay.,
,,What is the name of the largest church in Montreal?,,,,The largest church in Montreal is named Saint Joseph's Oratory.,
,,What is the name of the largest church in Montreal?,,,,Saint Joseph's Oratory is the largest church in Montreal.,
,,Where was much of Montreal's industry during the late 19th and early-to-mid 20th century?,,,,The Sud-Ouest borough was home to much of the city's industry during the late 19th and early-to-mid 20th century.,
,,Where was much of Montreal's industry during the late 19th and early-to-mid 20th century?,,,,The Sud-Ouest borough was home to much of the city's industry during the late 19th and early-to-mid 20th century.,
,,Does Montreal contain the largest church in Canada?,,,,"Yes, Montreal contains the largest church in Canada.",
,,What is the largest primarily French-speaking city in the western world?,,,,Paris is the largest primarily French-speaking city in the western world.,
,,What is the largest primarily French-speaking city in the western world?,,,,The largest primarily French-speaking city in the western world is Paris.,
,,What is the current estimated population of Nairobi?,,,,About 3 million,
,,Which embassy in Nairobi was bombed in August 1998?,,,,The United States Embassy,
,,How many civilians died in the 1998 U.S. embassy bombing?,,,,Over two hundred,
,,How many trades can the NSE make per day?,,,,10 million trades,
,,About how many people are estimated to live in Nairobi?,,,,3 million,
,,The district is bordered to the southwest by Uhuru Park and where?,,,,Central Park,
,,When did the Catholic University of Eastern Africa which obtain its Letter of Interim Authority?,,,,In 1989.,
,,Is Central Park adjacent to Uhuru Park?,,,,Central Park is adjacent to Uhuru Park.,
,,Give an example of the highest growth rates of any city in Africa. ,,,,"The growth rate of Nairobi is currently 6.9%,  an example of the highest growth rates of any city in Africa.",
,,Give an example of the most prominent cities in Africa politically and financially. ,,,,Nairobi is now one of the most prominent cities in Africa politically and financially,
,,Is Nairobi not the capital as well as largest city of Kenya?,,,,Nairobi is the capital and largest city of Kenya.,
,,Did Nikola Tesla die alone?,,,,Nikola Tesla died alone.,
,,Was Nikola Tesla close friends with Mark Twain?,,,,Nikola Tesla was close friends with Mark Twain.,
,,Did Nikola Tesla use a technique called picture thinking?,,,,Nikola Tesla used a technique called picture thinking.,
,,When did Nikola Tesla appear on the cover of Time Magazine?,,,,"On Tesla's 75th birthday in 1931, Time magazine put him on its cover.",
,,Who became adversaries with Nikola Tesla?,,,,Nikola Tesla became adversaries with Edison.,
,,Who became adversaries with Nikola Tesla?,,,,Edison,
,,Where did Nikola Tesla move to in 1880?,,,,"In 1880, Nikola Tesla moved to Budapest.",
,,Where did Nikola Tesla move to in 1880?,,,,Budapest,
,,Was Nikola Tesla's mother illiterate?,,,,Nikola Tesla's mother never learned to read.,
,,How many siblings did Nikola Tesla have?,,,,Nikola Tesla had four siblings.,
,,Was Nikola Tesla a vegetarian?,,,, In his later years Tesla became a vegetarian.,
,,Where did Tesla study electrical engineering?,,,,The Austrian Polytechnic in Graz,
,,What languages did Tesla speak?,,,,"Serbian, Czech, English, French, German, Hungarian, Italian, and Latin",
,,What music group was named after Tesla?,,,,Tesla,
,,"Consequently, what is not considered a ""serious painter"" by some contemporary artists, who often regard his work as bourgeois and kitsch?",,,,Rockwell ,
,,Who spent the next 10 years painting for Look magazine?,,,,Norman Rockwell.,
,,"When did Rockwell marry his first wife, Irene O'Connor,?",,,,In 1916.,
